6640,014 UNIDAD DE FORTALECIMIENTO FAMILIAR      ,S,Turno: 08 a 14                ,LU 0017 0021,   0000 0000,MI 0017 0021,   0000 0000,VI 0018 0021,SA 0010 0020,   0000 0000,   0000 0000
6641,042 VIALIDAD                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6642,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6642,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6643,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 11 a 17                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6643,117 CEMENTERIO PLANILLA                     ,S,Turno: 11 a 17                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6644,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6644,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6645,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 08 a 14                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6645,117 CEMENTERIO PLANILLA                     ,S,Turno: 08 a 14                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6646,007 DELEGACION JOSE MARMOL                  ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6647,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6648,063 C.A Nº24 BROMATOLOGIA                   ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6649,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6651,041 BIBLIOTECA                              ,S,Turno: 12 a 18                ,LU 0012 0018,MA 0012 0018,MI 0012 0018,JU 0012 0018,VI 0012 0018,   0000 0000,   0000 0000,   0000 0000
6652,014 UNIDAD DE FORTALECIMIENTO FAMILIAR      ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6653,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6654,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6655,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6656,041 BIBLIOTECA                              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6657,073 C. A. Nº10 - 28 DE DICIEMBRE.           ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6658,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 9 a 15                 ,LU 0009 0015,MA 0009 0015,MI 0009 0015,JU 0009 0015,VI 0011 0017,   0000 0000,   0000 0000,   0000 0000
6659,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6660,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6661,104 C.A. Nº  13  BURZACO                    ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6662,030 C.A. 9 FLOREAL FERRARA (VENDRAMINI)     ,S,Turno: 08 a 14                ,   0000 0000,MA 0012 0018,   0000 0000,JU 0010 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6662,140 C. A Nº 26 - USAM-                      ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,MI 0008 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6663,089 DIRECCION DE DEPORTES                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6666,002 DELEGACION LONGCHAMPS                   ,S,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6667,006 DELEGACION S. F. SOLANO                 ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6668,010 DELEGACION R.CALZADA                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6669,005 DELEGACION CLAYPOLE                     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6670,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 8:30 A 14:30           ,LU 0830 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6671,028 C. A. Nº 15  C.MOLINA (GLEW II)         ,F,Turno: 08 a 14                ,   0000 0000,MA 0008 0018,MI 1330 1830,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6671,125 C.A. 23 GLEW SUR                        ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,MI 0008 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6672,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6673,102 C. A. Nº 12 - DON ORIONE                ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,JU 0008 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6673,026 C. A. Nº 2 MI HORIZONTE                 ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,MI 0008 0018,   0000 0000,VI 0013 0018,   0000 0000,   0000 0000,   0000 0000
6674,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,LU 0014 0022,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6675,000 CASA MUNICIPAL                          ,N,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6676,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0007 0015,DO 0007 0015,FE 0007 0015
6677,025 C.A. Nº 1 MSTRO RIVADAVIA               ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,MI 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6677,102 C. A. Nº 12 - DON ORIONE                ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,JU 0008 0016,   0000 0000,SA 0008 0018,   0000 0000,   0000 0000
6677,136 C.A.N 25 2 DE ABRIL                     ,S,Turno: 08 a 14                ,   0000 0000,MA 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6678,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0022 0006,MA 0022 0006,MI 0022 0006,JU 0022 0006,VI 0022 0006,   0000 0000,   0000 0000,   0000 0000
6679,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6680,025 C.A. Nº 1 MSTRO RIVADAVIA               ,S,Turno: 08 a 14                ,LU 0008 0018,   0000 0000,MI 0008 0018,   0000 0000,VI 0013 0017,   0000 0000,   0000 0000,   0000 0000
6681,048 CERRETTI                                ,F,Turno: 9 a 15                 ,LU 0009 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6682,164 ASISTENCIA CRITICA (MONITOREO)          ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6683,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6685,048 CERRETTI                                ,N,Turno: 19 a 7                 ,LU 0019 0007,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6686,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6687,021 C.A. Nº 5  RAYO DE SOL                  ,S,Turno: 10 a 16                ,   0000 0000,MA 0010 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6687,057 C. A.  Nº  14 GLEW I                    ,S,Turno: 10 a 16                ,LU 0010 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6687,104 C.A. Nº  13  BURZACO                    ,S,Turno: 08 a 14                ,   0000 0000,   0000 0000,   0000 0000,JU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6688,150 POLICIA LOCAL BURZACO                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6689,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6690,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 9 a 15                 ,LU 0009 0015,MA 0009 0015,MI 0009 0015,JU 0009 0015,VI 0009 0015,   0000 0000,   0000 0000,   0000 0000
6691,003 DELEGACION MTRO. RIVADAVIA              ,S,Turno: 12 a 18                ,LU 1130 1730,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6692,003 DELEGACION MTRO. RIVADAVIA              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6693,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,F,Turno: 08 a 14                ,   0000 0000,MA 0008 0014,MI 0008 0014,JU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6694,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6695,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6700,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6701,089 DIRECCION DE DEPORTES                   ,S,Turno: 14 a 20                ,LU 0014 0020,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6702,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0022 0006
6703,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0002,DO 0014 0022,FE 0014 0022
6704,119 SEGURIDAD-MACIAS-                       ,S,Turno: 08 a 14                ,LU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6705,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6706,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0007 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6707,128 CTRO. DE OP. Y MONITOREO                ,S,                              ,LU 0022 0006,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6708,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6711,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 7 a 13                 ,LU 0006 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6715,050 EREZCANO                                ,F,Turno: 8:30 A 14:30           ,LU 0039 0039,MA 0830 1230,MI 0039 0039,JU 0039 0039,VI 0830 1230,   0000 0000,   0000 0000,   0000 0000
6718,048 CERRETTI                                ,F,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6719,025 C.A. Nº 1 MSTRO RIVADAVIA               ,S,Turno: 08 a 14                ,   0000 0000,MA 0010 0018,   0000 0000,JU 0008 0016,VI 0008 0016,   0000 0000,   0000 0000,   0000 0000
6720,029 C. A. Nº 7  - 13 DE JULIO               ,S,Turno: 08 a 14                ,LU 0008 0014,MA 0008 0014,MI 0008 0014,JU 0008 0014,VI 0008 0014,   0000 0000,   0000 0000,   0000 0000
6722,042 VIALIDAD                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6723,041 BIBLIOTECA                              ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6724,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0022 0006,DO 0022 0006,FE 0023 0006
6726,128 CTRO. DE OP. Y MONITOREO                ,S,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0006 0014,DO 0006 0014,FE 0006 0014
6727,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 15 a 21                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0014 0022,DO 0014 0022,FE 0014 0022
6728,089 DIRECCION DE DEPORTES                   ,S,Turno: Rotativo               ,LU 0930 1130,MA 0016 0018,MI 0930 1130,JU 0016 0018,VI 0930 1130,SA 0008 0014,   0000 0000,   0000 0000
6731,128 CTRO. DE OP. Y MONITOREO                ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0023 0007,DO 0023 0007,FE 0023 0007
6735,002 DELEGACION LONGCHAMPS                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6737,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6738,036 C. MUNC. N*18 DE DIAG.Y PREV            ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6739,010 DELEGACION R.CALZADA                    ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6740,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6741,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6743,102 C. A. Nº 12 - DON ORIONE                ,S,Turno: 14 a 20                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0018 0000,   0000 0014,   0000 0000
6745,048 CERRETTI                                ,N,Turno: 8 a 12 (4 Horas)       ,LU 0008 0012,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6746,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6747,048 CERRETTI                                ,N,"Turno: Sab,Dom y Fer 7 a 19   ",   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,SA 0007 0019,DO 0007 0019,FE 0007 0019
6748,140 C. A Nº 26 - USAM-                      ,S,Turno: 08 a 14                ,LU 0008 0016,MA 0008 0016,MI 0008 0016,JU 0008 0016,VI 0008 0016,   0000 0000,   0000 0000,   0000 0000
6749,048 CERRETTI                                ,F,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6752,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6754,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6756,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6757,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6758,009 DELEGACION MALV. ARGENTINAS             ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6760,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,MA 0008 1200,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,154 EREZCANO-CIC DON ORIONE                 ,S,Turno: 8:30 A 14:30           ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,VI 0830 1230,   0000 0000,   0000 0000,   0000 0000
6761,145 EREZCANO-CASA DEL NIÑO-                 ,S,Turno: 8:30 A 14:30           ,   0000 0000,   0000 0000,   0000 0000,JU 0830 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,155 EREZ-ENVION MTRO.                       ,S,Turno: 12 a 18                ,   0000 0000,MA 0012 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,158 EREZ. ENVION CLAYPOLE                   ,S,Turno: 8:30 A 14:30           ,   0000 0000,   0000 0000,MI 1230 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,161 EREZCANO - CIC BURZACO                  ,S,Turno: 8:30 A 14:30           ,   0000 0000,   0000 0000,MI 0830 1230,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6761,157 EREZ.ENVION DON ORIONE                  ,S,Turno: 12 a 18                ,   0000 0000,   0000 0000,   0000 0000,   0000 0000,VI 1230 1430,   0000 0000,   0000 0000,   0000 0000
6762,038 EDIFICIO SALUD                          ,S,Turno: 08 a 14                ,   0000 0000,MA 0008 0014,   0000 0000,JU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6763,010 DELEGACION R.CALZADA                    ,S,Turno: 10 a 16                ,LU 0010 0016,MA 0010 0016,MI 0010 0016,JU 0010 0016,VI 0010 0016,   0000 0000,   0000 0000,   0000 0000
6766,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6767,050 EREZCANO                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6768,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 10 a 16                ,LU 0010 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6769,043 CEMENTERIO MUNICIPAL                    ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6769,117 CEMENTERIO PLANILLA                     ,S,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6770,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6772,048 CERRETTI                                ,F,Turno: 7 a 13                 ,LU 0007 0013,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6773,073 C. A. Nº10 - 28 DE DICIEMBRE.           ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6774,048 CERRETTI                                ,F,Turno: 8:30 A 14:30           ,   0830 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6775,056 INSTITUTO MUNICIPAL DE LAS CULTURAS     ,S,Turno: 8:30 A 14:30           ,LU 0830 1430,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6776,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6778,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6779,089 DIRECCION DE DEPORTES                   ,S,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6780,048 CERRETTI                                ,F,Turno: 19 a 7                 ,LU 0019 0007,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6781,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6782,042 VIALIDAD                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6784,048 CERRETTI                                ,F,Turno: 9 a 15                 ,LU 0009 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6785,043 CEMENTERIO MUNICIPAL                    ,F,Turno: 11 a 17                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6785,117 CEMENTERIO PLANILLA                     ,S,Turno: 11 a 17                ,LU 0011 0017,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6786,017 C.ANº19 C.SAN.ANIMAL Y ZOONOSIS         ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6787,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6788,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6789,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6791,000 CASA MUNICIPAL                          ,N,Turno: 13 a 19                ,LU 0013 0019,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6794,048 CERRETTI                                ,N,Turno: 7 a 13                 ,LU 0730 1330,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6795,143 C.A Nº 30 LOS PINOS                     ,S,Turno: 08 a 14                ,LU 0008 0016,MA 0008 0016,   0000 0000,JU 0008 0016,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6796,042 VIALIDAD                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6799,131 CTRO. ATENCION AL VECINO                ,S,Turno: 13 a 19                ,LU 0013 0019,MA 0013 0019,MI 0013 0019,JU 0013 0019,VI 0013 0019,   0000 0000,   0000 0000,   0000 0000
6800,026 C. A. Nº 2 MI HORIZONTE                 ,S,Turno: 12 a 18                ,LU 0012 0018,   0000 0000,MI 0012 0018,JU 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6800,120 POSTA SANITARIA CLAUDIA MOLINA          ,S,Turno: 12 a 18                ,   0000 0000,MA 0012 0018,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6802,073 C. A. Nº10 - 28 DE DICIEMBRE.           ,S,Turno: 08 a 14                ,   0000 0000,MA 0008 0018,MI 0008 0015,JU 0008 0015,   0000 0000,   0000 0000,   0000 0000,   0000 0000
6803,048 CERRETTI                                ,N,Turno: 08 a 14                ,LU 0008 0014,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000,   0000 0000
